name,minPlanTime,maxPlanTime,shortConTimeDriver,shortConTimeVehicle,maxDrivingTime,maxWorkingTime,nbCities,nbTrips,maxPercentCombine,timeWindowRange,nbNodes,nbArcs,maxNbDriverAvailable,maxNbVehicleAvailable,lb,ub,gap(%),totalCost,totalFixedCost,fixedCostForDrivers,fixedCostForVehicles,totalIdleTimeCost,idleTimeCostForDrivers,idleTimeCostForVehicles,changeOverCost,nbDrivers,nbVehicles,elapsedTime(sec),
nbCities:3; nbDepots:2; size:90 90;nbTrips:45;nbCombinedTrips6;maxFolderTimeSlotAsTimeWindow4;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,45,0.25,40,51,385,9,9,924740.0,924740.0,0.0,956740.0,932000.0,32000.0,900000.0,24380.0,1180.0,23200.0,360.0,8,9,0.006,
nbCities:3; nbDepots:2; size:90 90;nbTrips:45;nbCombinedTrips6;maxFolderTimeSlotAsTimeWindow5;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,45,0.25,50,51,390,9,9,924125.0,924125.0,0.0,956125.0,932000.0,32000.0,900000.0,23795.0,1095.0,22700.0,330.0,8,9,0.008,
nbCities:3; nbDepots:2; size:90 90;nbTrips:45;nbCombinedTrips6;maxFolderTimeSlotAsTimeWindow6;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,45,0.25,60,51,397,9,9,822145.0,822145.0,0.0,850145.0,828000.0,28000.0,800000.0,21785.0,1085.0,20700.0,360.0,7,8,0.006,
nbCities:3; nbDepots:2; size:90 90;nbTrips:50;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow0;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,50,0.0,0,56,435,9,9,830025.0,830025.0,0.0,862025.0,832000.0,32000.0,800000.0,29965.0,1465.0,28500.0,60.0,8,8,0.003,
nbCities:3; nbDepots:2; size:90 90;nbTrips:50;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow1;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,50,0.0,10,56,445,9,9,827125.0,827125.0,0.0,859125.0,832000.0,32000.0,800000.0,27095.0,1295.0,25800.0,30.0,8,8,0.003,
nbCities:3; nbDepots:2; size:90 90;nbTrips:50;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow2;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,50,0.0,20,56,449,9,9,824430.0,824430.0,0.0,856430.0,832000.0,32000.0,800000.0,24400.0,1200.0,23200.0,30.0,8,8,0.005,
nbCities:3; nbDepots:2; size:90 90;nbTrips:50;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow3;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,50,0.0,30,56,459,9,9,722135.0,722135.0,0.0,754135.0,732000.0,32000.0,700000.0,22105.0,1005.0,21100.0,30.0,8,7,0.005,
nbCities:3; nbDepots:2; size:90 90;nbTrips:50;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow4;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,50,0.0,40,56,466,9,9,719145.0,719145.0,0.0,751145.0,732000.0,32000.0,700000.0,19145.0,845.0,18300.0,0.0,8,7,0.004,
nbCities:3; nbDepots:2; size:90 90;nbTrips:50;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow5;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,50,0.0,50,56,475,9,9,717775.0,717775.0,0.0,749775.0,732000.0,32000.0,700000.0,17775.0,775.0,17000.0,0.0,8,7,0.004,
nbCities:3; nbDepots:2; size:90 90;nbTrips:50;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow6;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,50,0.0,60,56,485,9,9,615875.0,615875.0,0.0,647875.0,632000.0,32000.0,600000.0,15845.0,645.0,15200.0,30.0,8,6,0.004,
nbCities:3; nbDepots:2; size:90 90;nbTrips:50;nbCombinedTrips6;maxFolderTimeSlotAsTimeWindow0;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,50,0.25,0,56,441,10,10,837840.0,837840.0,0.0,873840.0,836000.0,36000.0,800000.0,37480.0,1680.0,35800.0,360.0,9,8,0.008,
nbCities:3; nbDepots:2; size:90 90;nbTrips:50;nbCombinedTrips6;maxFolderTimeSlotAsTimeWindow1;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,50,0.25,10,56,449,10,10,836550.0,836550.0,0.0,872550.0,836000.0,36000.0,800000.0,36160.0,1560.0,34600.0,390.0,9,8,0.006,
nbCities:3; nbDepots:2; size:90 90;nbTrips:50;nbCombinedTrips6;maxFolderTimeSlotAsTimeWindow2;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,50,0.25,20,56,458,10,10,835535.0,835535.0,0.0,867535.0,832000.0,32000.0,800000.0,35085.0,1585.0,33500.0,450.0,8,8,0.007,
nbCities:3; nbDepots:2; size:90 90;nbTrips:50;nbCombinedTrips6;maxFolderTimeSlotAsTimeWindow3;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,50,0.25,30,56,466,10,10,832900.0,832900.0,0.0,864900.0,832000.0,32000.0,800000.0,32450.0,1350.0,31100.0,450.0,8,8,0.008,
nbCities:3; nbDepots:2; size:90 90;nbTrips:50;nbCombinedTrips6;maxFolderTimeSlotAsTimeWindow4;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,50,0.25,40,56,472,10,10,831450.0,831450.0,0.0,863450.0,832000.0,32000.0,800000.0,30940.0,1440.0,29500.0,510.0,8,8,0.008,
nbCities:3; nbDepots:2; size:90 90;nbTrips:50;nbCombinedTrips6;maxFolderTimeSlotAsTimeWindow5;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,50,0.25,50,56,476,10,10,829975.0,829975.0,0.0,865975.0,836000.0,36000.0,800000.0,29555.0,1155.0,28400.0,420.0,9,8,0.006,
nbCities:3; nbDepots:2; size:90 90;nbTrips:50;nbCombinedTrips6;maxFolderTimeSlotAsTimeWindow6;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,50,0.25,60,56,485,10,10,728630.0,728630.0,0.0,760630.0,732000.0,32000.0,700000.0,28240.0,1440.0,26800.0,390.0,8,7,0.008,
nbCities:3; nbDepots:2; size:90 90;nbTrips:80;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow0;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,80,0.0,0,86,1035,13,13,1146200.0,1146200.0,0.0,1194200.0,1148000.0,48000.0,1100000.0,46140.0,2140.0,44000.0,60.0,12,11,0.012,
nbCities:3; nbDepots:2; size:90 90;nbTrips:80;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow1;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,80,0.0,10,86,1055,13,13,1043030.0,1043030.0,0.0,1091030.0,1048000.0,48000.0,1000000.0,43000.0,1900.0,41100.0,30.0,12,10,0.009,
nbCities:3; nbDepots:2; size:90 90;nbTrips:80;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow2;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,80,0.0,20,86,1081,13,13,1037395.0,1037395.0,0.0,1081395.0,1044000.0,44000.0,1000000.0,37275.0,1775.0,35500.0,120.0,11,10,0.013,
nbCities:3; nbDepots:2; size:90 90;nbTrips:80;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow3;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,80,0.0,30,86,1108,13,13,1037735.0,1037735.0,0.0,1089735.0,1052000.0,52000.0,1000000.0,37675.0,1475.0,36200.0,60.0,13,10,0.012,
nbCities:3; nbDepots:2; size:90 90;nbTrips:80;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow4;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,80,0.0,40,86,1128,13,13,926115.0,926115.0,0.0,970115.0,944000.0,44000.0,900000.0,26115.0,1115.0,25000.0,0.0,11,9,0.01,
nbCities:3; nbDepots:2; size:90 90;nbTrips:80;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow5;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,80,0.0,50,86,1151,13,13,825355.0,825355.0,0.0,869355.0,844000.0,44000.0,800000.0,25295.0,1095.0,24200.0,60.0,11,8,0.011,
nbCities:3; nbDepots:2; size:90 90;nbTrips:80;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow6;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,80,0.0,60,86,1180,13,13,924070.0,924070.0,0.0,976070.0,952000.0,52000.0,900000.0,23830.0,1330.0,22500.0,240.0,13,9,0.015,
nbCities:3; nbDepots:2; size:90 90;nbTrips:80;nbCombinedTrips17;maxFolderTimeSlotAsTimeWindow0;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,80,0.25,0,86,1071,17,17,1570465.0,1570465.0,0.0,1626465.0,1556000.0,56000.0,1500000.0,69895.0,2495.0,67400.0,570.0,14,15,0.031,
nbCities:3; nbDepots:2; size:90 90;nbTrips:80;nbCombinedTrips17;maxFolderTimeSlotAsTimeWindow1;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,80,0.25,10,86,1085,17,17,1568080.0,1568080.0,0.0,1624080.0,1556000.0,56000.0,1500000.0,67390.0,2390.0,65000.0,690.0,14,15,0.031,
nbCities:3; nbDepots:2; size:90 90;nbTrips:80;nbCombinedTrips17;maxFolderTimeSlotAsTimeWindow2;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,80,0.25,20,86,1109,17,17,1572360.0,1572360.0,0.0,1624360.0,1552000.0,52000.0,1500000.0,71610.0,2310.0,69300.0,750.0,13,15,0.033,
nbCities:3; nbDepots:2; size:90 90;nbTrips:80;nbCombinedTrips17;maxFolderTimeSlotAsTimeWindow3;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,80,0.25,30,86,1124,17,17,1453855.0,1453855.0,0.0,1501855.0,1448000.0,48000.0,1400000.0,53165.0,1965.0,51200.0,690.0,12,14,0.029,
nbCities:3; nbDepots:2; size:90 90;nbTrips:80;nbCombinedTrips17;maxFolderTimeSlotAsTimeWindow4;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,80,0.25,40,86,1135,17,17,1448125.0,1448125.0,0.0,1492125.0,1444000.0,44000.0,1400000.0,47555.0,1855.0,45700.0,570.0,11,14,0.03,
nbCities:3; nbDepots:2; size:90 90;nbTrips:80;nbCombinedTrips17;maxFolderTimeSlotAsTimeWindow5;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,80,0.25,50,86,1149,17,17,1244750.0,1244750.0,0.0,1300750.0,1256000.0,56000.0,1200000.0,44060.0,1860.0,42200.0,690.0,14,12,0.029,
nbCities:3; nbDepots:2; size:90 90;nbTrips:80;nbCombinedTrips17;maxFolderTimeSlotAsTimeWindow6;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,80,0.25,60,86,1171,17,17,1242730.0,1242730.0,0.0,1302730.0,1260000.0,60000.0,1200000.0,42130.0,1630.0,40500.0,600.0,15,12,0.03,
nbCities:3; nbDepots:2; size:90 90;nbTrips:100;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow0;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,100,0.0,0,106,1565,16,16,1456805.0,1456805.0,0.0,1512805.0,1456000.0,56000.0,1400000.0,56805.0,2705.0,54100.0,0.0,14,14,0.036,
nbCities:3; nbDepots:2; size:90 90;nbTrips:100;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow1;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,100,0.0,10,106,1601,16,16,1348615.0,1348615.0,0.0,1400615.0,1352000.0,52000.0,1300000.0,48615.0,2315.0,46300.0,0.0,13,13,0.023,
nbCities:3; nbDepots:2; size:90 90;nbTrips:100;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow2;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,100,0.0,20,106,1637,16,16,1340460.0,1340460.0,0.0,1392460.0,1352000.0,52000.0,1300000.0,40430.0,1930.0,38500.0,30.0,13,13,0.02,
