name,minPlanTime,maxPlanTime,shortConTimeDriver,shortConTimeVehicle,maxDrivingTime,maxWorkingTime,nbCities,nbTrips,maxPercentCombine,timeWindowRange,nbNodes,nbArcs,maxNbDriverAvailable,maxNbVehicleAvailable,lb,ub,gap(%),totalCost,totalFixedCost,fixedCostForDrivers,fixedCostForVehicles,totalIdleTimeCost,idleTimeCostForDrivers,idleTimeCostForVehicles,changeOverCost,nbDrivers,nbVehicles,elapsedTime(sec),
nbCities:3; nbDepots:2; size:90 90;nbTrips:25;nbCombinedTrips1;maxFolderTimeSlotAsTimeWindow4;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,25,0.25,40,31,133,5,5,411265.0,411265.0,0.0,427295.0,416000.0,16000.0,400000.0,11235.0,535.0,10700.0,60.0,4,4,0.002,
nbCities:3; nbDepots:2; size:90 90;nbTrips:25;nbCombinedTrips1;maxFolderTimeSlotAsTimeWindow5;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,25,0.25,50,31,134,5,5,410425.0,410425.0,0.0,426485.0,416000.0,16000.0,400000.0,10395.0,495.0,9900.0,90.0,4,4,0.003,
nbCities:3; nbDepots:2; size:90 90;nbTrips:25;nbCombinedTrips1;maxFolderTimeSlotAsTimeWindow6;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,25,0.25,60,31,136,5,5,408430.0,408430.0,0.0,424460.0,416000.0,16000.0,400000.0,8400.0,400.0,8000.0,60.0,4,4,0.001,
nbCities:3; nbDepots:2; size:90 90;nbTrips:30;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow0;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,30,0.0,0,36,172,6,6,518480.0,518480.0,0.0,538480.0,520000.0,20000.0,500000.0,18480.0,880.0,17600.0,0.0,5,5,0.003,
nbCities:3; nbDepots:2; size:90 90;nbTrips:30;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow1;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,30,0.0,10,36,176,6,6,517010.0,517010.0,0.0,537010.0,520000.0,20000.0,500000.0,17010.0,810.0,16200.0,0.0,5,5,0.004,
nbCities:3; nbDepots:2; size:90 90;nbTrips:30;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow2;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,30,0.0,20,36,178,6,6,516170.0,516170.0,0.0,536170.0,520000.0,20000.0,500000.0,16170.0,770.0,15400.0,0.0,5,5,0.003,
nbCities:3; nbDepots:2; size:90 90;nbTrips:30;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow3;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,30,0.0,30,36,182,6,6,512705.0,512705.0,0.0,532705.0,520000.0,20000.0,500000.0,12705.0,605.0,12100.0,0.0,5,5,0.004,
nbCities:3; nbDepots:2; size:90 90;nbTrips:30;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow4;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,30,0.0,40,36,185,6,6,412180.0,412180.0,0.0,428180.0,416000.0,16000.0,400000.0,12180.0,580.0,11600.0,0.0,4,4,0.001,
nbCities:3; nbDepots:2; size:90 90;nbTrips:30;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow5;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,30,0.0,50,36,187,6,6,411340.0,411340.0,0.0,427340.0,416000.0,16000.0,400000.0,11340.0,540.0,10800.0,0.0,4,4,0.002,
nbCities:3; nbDepots:2; size:90 90;nbTrips:30;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow6;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,30,0.0,60,36,190,6,6,410500.0,410500.0,0.0,426500.0,416000.0,16000.0,400000.0,10500.0,500.0,10000.0,0.0,4,4,0.005,
nbCities:3; nbDepots:2; size:90 90;nbTrips:30;nbCombinedTrips2;maxFolderTimeSlotAsTimeWindow0;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,30,0.25,0,36,174,6,6,619430.0,619430.0,0.0,643520.0,624000.0,24000.0,600000.0,19310.0,910.0,18400.0,210.0,6,6,0.004,
nbCities:3; nbDepots:2; size:90 90;nbTrips:30;nbCombinedTrips2;maxFolderTimeSlotAsTimeWindow1;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,30,0.25,10,36,178,6,6,617940.0,617940.0,0.0,641970.0,624000.0,24000.0,600000.0,17850.0,850.0,17000.0,120.0,6,6,0.011,
nbCities:3; nbDepots:2; size:90 90;nbTrips:30;nbCombinedTrips2;maxFolderTimeSlotAsTimeWindow2;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,30,0.25,20,36,181,6,6,615470.0,615470.0,0.0,639500.0,624000.0,24000.0,600000.0,15350.0,750.0,14600.0,150.0,6,6,0.008,
nbCities:3; nbDepots:2; size:90 90;nbTrips:30;nbCombinedTrips2;maxFolderTimeSlotAsTimeWindow3;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,30,0.25,30,36,184,6,6,614620.0,614620.0,0.0,638680.0,624000.0,24000.0,600000.0,14500.0,700.0,13800.0,180.0,6,6,0.006,
nbCities:3; nbDepots:2; size:90 90;nbTrips:30;nbCombinedTrips2;maxFolderTimeSlotAsTimeWindow4;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,30,0.25,40,36,187,6,6,513880.0000000026,513880.00000000256,-1.1327092105835432E-14,533940.0,520000.0,20000.0,500000.0,13730.0,730.0,13000.0,210.0,5,5,0.012,
nbCities:3; nbDepots:2; size:90 90;nbTrips:30;nbCombinedTrips2;maxFolderTimeSlotAsTimeWindow5;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,30,0.25,50,36,188,6,6,513350.0,513350.0,0.0,533350.0,520000.0,20000.0,500000.0,13200.0,700.0,12500.0,150.0,5,5,0.007,
nbCities:3; nbDepots:2; size:90 90;nbTrips:30;nbCombinedTrips2;maxFolderTimeSlotAsTimeWindow6;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,30,0.25,60,36,191,6,6,514585.0,514585.0,0.0,534615.0,520000.0,20000.0,500000.0,14465.0,665.0,13800.0,150.0,5,5,0.005,
nbCities:3; nbDepots:2; size:90 90;nbTrips:35;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow0;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,35,0.0,0,41,229,6,6,620370.0,620370.0,0.0,644370.0,624000.0,24000.0,600000.0,20370.0,970.0,19400.0,0.0,6,6,0.007,
nbCities:3; nbDepots:2; size:90 90;nbTrips:35;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow1;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,35,0.0,10,41,233,6,6,618585.0,618585.0,0.0,642585.0,624000.0,24000.0,600000.0,18585.0,885.0,17700.0,0.0,6,6,0.004,
nbCities:3; nbDepots:2; size:90 90;nbTrips:35;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow2;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,35,0.0,20,41,235,6,6,617325.0,617325.0,0.0,641325.0,624000.0,24000.0,600000.0,17325.0,825.0,16500.0,0.0,6,6,0.004,
nbCities:3; nbDepots:2; size:90 90;nbTrips:35;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow3;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,35,0.0,30,41,240,6,6,614280.0,614280.0,0.0,638280.0,624000.0,24000.0,600000.0,14280.0,680.0,13600.0,0.0,6,6,0.004,
nbCities:3; nbDepots:2; size:90 90;nbTrips:35;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow4;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,35,0.0,40,41,242,6,6,513790.0,513790.0,0.0,537790.0,524000.0,24000.0,500000.0,13790.0,590.0,13200.0,0.0,6,5,0.002,
nbCities:3; nbDepots:2; size:90 90;nbTrips:35;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow5;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,35,0.0,50,41,243,6,6,513050.0,513050.0,0.0,537050.0,524000.0,24000.0,500000.0,13050.0,550.0,12500.0,0.0,6,5,0.002,
nbCities:3; nbDepots:2; size:90 90;nbTrips:35;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow6;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,35,0.0,60,41,247,6,6,511675.0,511675.0,0.0,535675.0,524000.0,24000.0,500000.0,11675.0,475.0,11200.0,0.0,6,5,0.001,
nbCities:3; nbDepots:2; size:90 90;nbTrips:35;nbCombinedTrips3;maxFolderTimeSlotAsTimeWindow0;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,35,0.25,0,41,231,7,7,723230.0,723230.0,0.0,747290.0,724000.0,24000.0,700000.0,23140.0,1140.0,22000.0,150.0,6,7,0.004,
nbCities:3; nbDepots:2; size:90 90;nbTrips:35;nbCombinedTrips3;maxFolderTimeSlotAsTimeWindow1;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,35,0.25,10,41,236,7,7,622530.0,622530.0,0.0,646590.0,624000.0,24000.0,600000.0,22470.0,1070.0,21400.0,120.0,6,6,0.013,
nbCities:3; nbDepots:2; size:90 90;nbTrips:35;nbCombinedTrips3;maxFolderTimeSlotAsTimeWindow2;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,35,0.25,20,41,238,7,7,621300.0000000001,621300.0000000001,0.0,645360.0,624000.0,24000.0,600000.0,21210.0,1010.0,20200.0,150.0,6,6,0.008,
nbCities:3; nbDepots:2; size:90 90;nbTrips:35;nbCombinedTrips3;maxFolderTimeSlotAsTimeWindow3;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,35,0.25,30,41,242,7,7,620400.0,620400.0,0.0,644400.0,624000.0,24000.0,600000.0,20370.0,970.0,19400.0,30.0,6,6,0.007,
nbCities:3; nbDepots:2; size:90 90;nbTrips:35;nbCombinedTrips3;maxFolderTimeSlotAsTimeWindow4;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,35,0.25,40,41,246,7,7,616260.0000000014,616260.0000000014,0.0,640290.0,624000.0,24000.0,600000.0,16170.0,770.0,15400.0,120.0,6,6,0.007,
nbCities:3; nbDepots:2; size:90 90;nbTrips:35;nbCombinedTrips3;maxFolderTimeSlotAsTimeWindow5;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,35,0.25,50,41,246,7,7,615630.0,615630.0,0.0,639630.0,624000.0,24000.0,600000.0,15540.0,740.0,14800.0,90.0,6,6,0.011,
nbCities:3; nbDepots:2; size:90 90;nbTrips:35;nbCombinedTrips3;maxFolderTimeSlotAsTimeWindow6;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,35,0.25,60,41,250,7,7,0.0,2.147483647E9,100.0,0,0,0,0,0,0,0,0,0,0,0.002,
nbCities:3; nbDepots:2; size:90 90;nbTrips:40;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow0;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,40,0.0,0,46,294,7,7,528090.0,528090.0,0.0,552090.0,524000.0,24000.0,500000.0,27970.0,1470.0,26500.0,120.0,6,5,0.006,
nbCities:3; nbDepots:2; size:90 90;nbTrips:40;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow1;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,40,0.0,10,46,301,7,7,526165.0,526165.0,0.0,550165.0,524000.0,24000.0,500000.0,26165.0,1165.0,25000.0,0.0,6,5,0.006,
nbCities:3; nbDepots:2; size:90 90;nbTrips:40;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow2;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,40,0.0,20,46,304,7,7,525105.0,525105.0,0.0,549105.0,524000.0,24000.0,500000.0,25105.0,1105.0,24000.0,0.0,6,5,0.005,
nbCities:3; nbDepots:2; size:90 90;nbTrips:40;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow3;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,40,0.0,30,46,308,7,7,520200.0,520200.0,0.0,544200.0,524000.0,24000.0,500000.0,20200.0,900.0,19300.0,0.0,6,5,0.004,
nbCities:3; nbDepots:2; size:90 90;nbTrips:40;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow4;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,40,0.0,40,46,312,7,7,419695.0,419695.0,0.0,443695.0,424000.0,24000.0,400000.0,19695.0,795.0,18900.0,0.0,6,4,0.003,
nbCities:3; nbDepots:2; size:90 90;nbTrips:40;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow5;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,40,0.0,50,46,314,7,7,418855.0,418855.0,0.0,442855.0,424000.0,24000.0,400000.0,18855.0,755.0,18100.0,0.0,6,4,0.003,
nbCities:3; nbDepots:2; size:90 90;nbTrips:40;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow6;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,40,0.0,60,46,319,7,7,513805.0,513805.0,0.0,537805.0,524000.0,24000.0,500000.0,13805.0,605.0,13200.0,0.0,6,5,0.002,
nbCities:3; nbDepots:2; size:90 90;nbTrips:40;nbCombinedTrips4;maxFolderTimeSlotAsTimeWindow0;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,40,0.25,0,46,296,8,8,729180.0,729180.0,0.0,757210.0,728000.0,28000.0,700000.0,29030.0,1330.0,27700.0,180.0,7,7,0.006,
nbCities:3; nbDepots:2; size:90 90;nbTrips:40;nbCombinedTrips4;maxFolderTimeSlotAsTimeWindow1;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,40,0.25,10,46,301,8,8,726755.0,726755.0,0.0,750815.0,724000.0,24000.0,700000.0,26545.0,1445.0,25100.0,270.0,6,7,0.01,
nbCities:3; nbDepots:2; size:90 90;nbTrips:40;nbCombinedTrips4;maxFolderTimeSlotAsTimeWindow2;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,40,0.25,20,46,306,8,8,725995.0,725995.0,0.0,750115.0,724000.0,24000.0,700000.0,25845.0,1345.0,24500.0,270.0,6,7,0.01,
nbCities:3; nbDepots:2; size:90 90;nbTrips:40;nbCombinedTrips4;maxFolderTimeSlotAsTimeWindow3;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,40,0.25,30,46,313,8,8,725550.0,725550.0,0.0,749670.0,724000.0,24000.0,700000.0,25370.0,1170.0,24200.0,300.0,6,7,0.016,
nbCities:3; nbDepots:2; size:90 90;nbTrips:40;nbCombinedTrips4;maxFolderTimeSlotAsTimeWindow4;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,40,0.25,40,46,316,8,8,723015.0,723015.0,0.0,747135.0,724000.0,24000.0,700000.0,22775.0,975.0,21800.0,360.0,6,7,0.01,
nbCities:3; nbDepots:2; size:90 90;nbTrips:40;nbCombinedTrips4;maxFolderTimeSlotAsTimeWindow5;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,40,0.25,50,46,318,8,8,722530.0,722530.0,0.0,746620.0,724000.0,24000.0,700000.0,22290.0,990.0,21300.0,330.0,6,7,0.005,
nbCities:3; nbDepots:2; size:90 90;nbTrips:40;nbCombinedTrips4;maxFolderTimeSlotAsTimeWindow6;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,40,0.25,60,46,325,8,8,717095.0,717095.0,0.0,741185.0,724000.0,24000.0,700000.0,17005.0,705.0,16300.0,180.0,6,7,0.004,
nbCities:3; nbDepots:2; size:90 90;nbTrips:45;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow0;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,45,0.0,0,51,368,8,8,531655.0,531655.0,0.0,559655.0,528000.0,28000.0,500000.0,31625.0,1425.0,30200.0,30.0,7,5,0.005,
nbCities:3; nbDepots:2; size:90 90;nbTrips:45;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow1;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,45,0.0,10,51,375,8,8,529970.0,529970.0,0.0,557970.0,528000.0,28000.0,500000.0,29970.0,1270.0,28700.0,0.0,7,5,0.005,
nbCities:3; nbDepots:2; size:90 90;nbTrips:45;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow2;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,45,0.0,20,51,379,8,8,528370.0,528370.0,0.0,556370.0,528000.0,28000.0,500000.0,28370.0,1170.0,27200.0,0.0,7,5,0.005,
nbCities:3; nbDepots:2; size:90 90;nbTrips:45;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow3;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,45,0.0,30,51,385,8,8,527140.0,527140.0,0.0,555140.0,528000.0,28000.0,500000.0,27140.0,940.0,26200.0,0.0,7,5,0.005,
nbCities:3; nbDepots:2; size:90 90;nbTrips:45;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow4;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,45,0.0,40,51,387,8,8,521420.0,521420.0,0.0,549420.0,528000.0,28000.0,500000.0,21420.0,820.0,20600.0,0.0,7,5,0.003,
nbCities:3; nbDepots:2; size:90 90;nbTrips:45;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow5;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,45,0.0,50,51,394,8,8,518720.0,518720.0,0.0,546720.0,528000.0,28000.0,500000.0,18720.0,720.0,18000.0,0.0,7,5,0.002,
nbCities:3; nbDepots:2; size:90 90;nbTrips:45;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow6;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,45,0.0,60,51,403,8,8,513775.0,513775.0,0.0,541775.0,528000.0,28000.0,500000.0,13775.0,575.0,13200.0,0.0,7,5,0.002,
nbCities:3; nbDepots:2; size:90 90;nbTrips:45;nbCombinedTrips6;maxFolderTimeSlotAsTimeWindow0;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,45,0.25,0,51,357,9,9,934260.0,934260.0,0.0,966350.0,932000.0,32000.0,900000.0,33960.0,1760.0,32200.0,390.0,8,9,0.006,
nbCities:3; nbDepots:2; size:90 90;nbTrips:45;nbCombinedTrips6;maxFolderTimeSlotAsTimeWindow1;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,45,0.25,10,51,363,9,9,931165.0,931165.0,0.0,963375.0,932000.0,32000.0,900000.0,30895.0,1495.0,29400.0,480.0,8,9,0.016,
nbCities:3; nbDepots:2; size:90 90;nbTrips:45;nbCombinedTrips6;maxFolderTimeSlotAsTimeWindow2;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,45,0.25,20,51,370,9,9,929485.0,929485.0,0.0,961785.0,932000.0,32000.0,900000.0,29215.0,1415.0,27800.0,570.0,8,9,0.016,
nbCities:3; nbDepots:2; size:90 90;nbTrips:45;nbCombinedTrips6;maxFolderTimeSlotAsTimeWindow3;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,45,0.25,30,51,379,9,9,927160.0000000008,927160.0000000007,-1.255611996062543E-14,959370.0,932000.0,32000.0,900000.0,26920.0,1220.0,25700.0,450.0,8,9,0.017,
nbCities:3; nbDepots:2; size:90 90;nbTrips:45;nbCombinedTrips6;maxFolderTimeSlotAsTimeWindow4;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,45,0.25,40,51,385,9,9,924725.0,924725.0,0.0,956905.0,932000.0,32000.0,900000.0,24485.0,1185.0,23300.0,420.0,8,9,0.008,
nbCities:3; nbDepots:2; size:90 90;nbTrips:45;nbCombinedTrips6;maxFolderTimeSlotAsTimeWindow5;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,45,0.25,50,51,390,9,9,927610.0,927610.0,0.0,959790.0,932000.0,32000.0,900000.0,27400.0,1100.0,26300.0,390.0,8,9,0.008,
nbCities:3; nbDepots:2; size:90 90;nbTrips:45;nbCombinedTrips6;maxFolderTimeSlotAsTimeWindow6;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,45,0.25,60,51,397,9,9,825810.0,825810.0,0.0,854020.0,828000.0,28000.0,800000.0,25570.0,1170.0,24400.0,450.0,7,8,0.006,
nbCities:3; nbDepots:2; size:90 90;nbTrips:50;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow0;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,50,0.0,0,56,435,9,9,830025.0,830025.0,0.0,862025.0,832000.0,32000.0,800000.0,29965.0,1465.0,28500.0,60.0,8,8,0.006,
nbCities:3; nbDepots:2; size:90 90;nbTrips:50;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow1;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,50,0.0,10,56,445,9,9,827195.0,827195.0,0.0,859195.0,832000.0,32000.0,800000.0,27195.0,1295.0,25900.0,0.0,8,8,0.005,
nbCities:3; nbDepots:2; size:90 90;nbTrips:50;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow2;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,50,0.0,20,56,449,9,9,824430.0,824430.0,0.0,856430.0,832000.0,32000.0,800000.0,24400.0,1200.0,23200.0,30.0,8,8,0.005,
nbCities:3; nbDepots:2; size:90 90;nbTrips:50;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow3;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,50,0.0,30,56,459,9,9,722180.0,722180.0,0.0,754180.0,732000.0,32000.0,700000.0,22180.0,980.0,21200.0,0.0,8,7,0.005,
