name,minPlanTime,maxPlanTime,shortConTimeDriver,shortConTimeVehicle,maxDrivingTime,maxWorkingTime,nbCities,nbTrips,maxPercentCombine,timeWindowRange,nbNodes,nbArcs,maxNbDriverAvailable,maxNbVehicleAvailable,lb,ub,gap(%),totalCost,totalFixedCost,fixedCostForDrivers,fixedCostForVehicles,totalIdleTimeCost,idleTimeCostForDrivers,idleTimeCostForVehicles,changeOverCost,nbDrivers,nbVehicles,elapsedTime(sec),
nbCities:3; nbDepots:2; size:90 90;nbTrips:45;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow6;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,45,0.0,60,51,403,8,8,513775.00000000116,513775.00000000116,0.0,541775.0,528000.0,28000.0,500000.0,13775.0,575.0,13200.0,0.0,7,5,0.039,
nbCities:3; nbDepots:2; size:90 90;nbTrips:45;nbCombinedTrips6;maxFolderTimeSlotAsTimeWindow0;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,45,0.25,0,51,357,9,9,930760.0,930760.0,0.0,965210.0,932000.0,32000.0,900000.0,32760.0,1760.0,31000.0,450.0,8,9,0.005,
nbCities:3; nbDepots:2; size:90 90;nbTrips:45;nbCombinedTrips6;maxFolderTimeSlotAsTimeWindow1;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,45,0.25,10,51,363,9,9,928670.0,928670.0,0.0,963240.0,932000.0,32000.0,900000.0,30700.0,1500.0,29200.0,540.0,8,9,0.062,
nbCities:3; nbDepots:2; size:90 90;nbTrips:45;nbCombinedTrips6;maxFolderTimeSlotAsTimeWindow2;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,45,0.25,20,51,370,9,9,927155.0000000001,927155.0000000001,0.0,961785.0,932000.0,32000.0,900000.0,29215.0,1415.0,27800.0,570.0,8,9,0.181,
nbCities:3; nbDepots:2; size:90 90;nbTrips:45;nbCombinedTrips6;maxFolderTimeSlotAsTimeWindow3;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,45,0.25,30,51,379,9,9,924255.0000000023,924255.0000000023,0.0,958755.0,932000.0,32000.0,900000.0,26395.0,1195.0,25200.0,360.0,8,9,0.098,
nbCities:3; nbDepots:2; size:90 90;nbTrips:45;nbCombinedTrips6;maxFolderTimeSlotAsTimeWindow4;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,45,0.25,40,51,385,9,9,921840.0,921840.0,0.0,956770.0,932000.0,32000.0,900000.0,24380.0,1180.0,23200.0,390.0,8,9,0.219,
nbCities:3; nbDepots:2; size:90 90;nbTrips:45;nbCombinedTrips6;maxFolderTimeSlotAsTimeWindow5;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,45,0.25,50,51,390,9,9,921115.0,921115.0,0.0,956305.0,932000.0,32000.0,900000.0,23795.0,1095.0,22700.0,510.0,8,9,0.306,
nbCities:3; nbDepots:2; size:90 90;nbTrips:45;nbCombinedTrips6;maxFolderTimeSlotAsTimeWindow6;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,45,0.25,60,51,397,9,9,819155.0,819155.0,0.0,850295.0,828000.0,28000.0,800000.0,21785.0,1085.0,20700.0,510.0,7,8,0.254,
nbCities:3; nbDepots:2; size:90 90;nbTrips:50;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow0;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,50,0.0,0,56,435,9,9,830025.0,830025.0,0.0,862025.0,832000.0,32000.0,800000.0,29965.0,1465.0,28500.0,60.0,8,8,0.007,
nbCities:3; nbDepots:2; size:90 90;nbTrips:50;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow1;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,50,0.0,10,56,445,9,9,827125.0,827125.0,0.0,859125.0,832000.0,32000.0,800000.0,27095.0,1295.0,25800.0,30.0,8,8,0.171,
nbCities:3; nbDepots:2; size:90 90;nbTrips:50;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow2;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,50,0.0,20,56,449,9,9,824430.0,824430.0,0.0,856430.0,832000.0,32000.0,800000.0,24400.0,1200.0,23200.0,30.0,8,8,0.104,
nbCities:3; nbDepots:2; size:90 90;nbTrips:50;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow3;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,50,0.0,30,56,459,9,9,722135.0,722135.0,0.0,754135.0,732000.0,32000.0,700000.0,22105.0,1005.0,21100.0,30.0,8,7,1.039,
nbCities:3; nbDepots:2; size:90 90;nbTrips:50;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow4;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,50,0.0,40,56,466,9,9,719145.0,719145.0,0.0,751145.0,732000.0,32000.0,700000.0,19145.0,845.0,18300.0,0.0,8,7,0.665,
nbCities:3; nbDepots:2; size:90 90;nbTrips:50;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow5;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,50,0.0,50,56,475,9,9,717775.0,717775.0,0.0,749775.0,732000.0,32000.0,700000.0,17775.0,775.0,17000.0,0.0,8,7,1.653,
nbCities:3; nbDepots:2; size:90 90;nbTrips:50;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow6;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,50,0.0,60,56,485,9,9,615875.0,615875.0,0.0,647875.0,632000.0,32000.0,600000.0,15845.0,645.0,15200.0,30.0,8,6,0.185,
nbCities:3; nbDepots:2; size:90 90;nbTrips:50;nbCombinedTrips6;maxFolderTimeSlotAsTimeWindow0;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,50,0.25,0,56,441,10,10,835420.0,835420.0,0.0,873960.0,836000.0,36000.0,800000.0,37480.0,1680.0,35800.0,480.0,9,8,0.006,
nbCities:3; nbDepots:2; size:90 90;nbTrips:50;nbCombinedTrips6;maxFolderTimeSlotAsTimeWindow1;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,50,0.25,10,56,449,10,10,833730.0,833730.0,0.0,872640.0,836000.0,36000.0,800000.0,36160.0,1560.0,34600.0,480.0,9,8,0.116,
nbCities:3; nbDepots:2; size:90 90;nbTrips:50;nbCombinedTrips6;maxFolderTimeSlotAsTimeWindow2;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,50,0.25,20,56,458,10,10,832315.0,832315.0,0.0,867595.0,832000.0,32000.0,800000.0,35085.0,1585.0,33500.0,510.0,8,8,0.803,
nbCities:3; nbDepots:2; size:90 90;nbTrips:50;nbCombinedTrips6;maxFolderTimeSlotAsTimeWindow3;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,50,0.25,30,56,466,10,10,829310.0,829310.0,0.0,864930.0,832000.0,32000.0,800000.0,32450.0,1350.0,31100.0,480.0,8,8,0.117,
nbCities:3; nbDepots:2; size:90 90;nbTrips:50;nbCombinedTrips6;maxFolderTimeSlotAsTimeWindow4;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,50,0.25,40,56,472,10,10,827430.0,827430.0,0.0,863540.0,832000.0,32000.0,800000.0,30940.0,1440.0,29500.0,600.0,8,8,2.001,
nbCities:3; nbDepots:2; size:90 90;nbTrips:50;nbCombinedTrips6;maxFolderTimeSlotAsTimeWindow5;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,50,0.25,50,56,476,10,10,825785.0,825785.0,0.0,866185.0,836000.0,36000.0,800000.0,29555.0,1155.0,28400.0,630.0,9,8,12.77,
nbCities:3; nbDepots:2; size:90 90;nbTrips:50;nbCombinedTrips6;maxFolderTimeSlotAsTimeWindow6;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,50,0.25,60,56,485,10,10,725790.0,725790.0,0.0,760780.0,732000.0,32000.0,700000.0,28240.0,1440.0,26800.0,540.0,8,7,7.977,
nbCities:3; nbDepots:2; size:90 90;nbTrips:80;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow0;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,80,0.0,0,86,1035,13,13,1146200.0,1146200.0,0.0,1194200.0,1148000.0,48000.0,1100000.0,46140.0,2140.0,44000.0,60.0,12,11,0.027,
nbCities:3; nbDepots:2; size:90 90;nbTrips:80;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow1;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,80,0.0,10,86,1055,13,13,1043029.9999999988,1043029.999999999,1.1161263034326427E-14,1091030.0,1048000.0,48000.0,1000000.0,43000.0,1900.0,41100.0,30.0,12,10,701.06,
nbCities:3; nbDepots:2; size:90 90;nbTrips:80;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow2;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,80,0.0,20,86,1081,13,13,1037395.0000000002,1037395.0000000002,0.0,1081395.0,1044000.0,44000.0,1000000.0,37275.0,1775.0,35500.0,120.0,11,10,88.117,
nbCities:3; nbDepots:2; size:90 90;nbTrips:80;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow3;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,80,0.0,30,86,1108,13,13,1036799.8491023697,1037735.0000000002,0.09011461477453205,1089735.0,1052000.0,52000.0,1000000.0,37675.0,1475.0,36200.0,60.0,13,10,3600.017,
nbCities:3; nbDepots:2; size:90 90;nbTrips:80;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow4;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,80,0.0,40,86,1128,13,13,926115.0000000012,926115.0000000012,0.0,970115.0,944000.0,44000.0,900000.0,26115.0,1115.0,25000.0,0.0,11,9,0.865,
nbCities:3; nbDepots:2; size:90 90;nbTrips:80;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow5;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,80,0.0,50,86,1151,13,13,825355.0,825355.0,0.0,869355.0,844000.0,44000.0,800000.0,25295.0,1095.0,24200.0,60.0,11,8,1.172,
nbCities:3; nbDepots:2; size:90 90;nbTrips:80;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow6;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,80,0.0,60,86,1180,13,13,924070.0,924070.0,0.0,976070.0,952000.0,52000.0,900000.0,23830.0,1330.0,22500.0,240.0,13,9,22.051,
nbCities:3; nbDepots:2; size:90 90;nbTrips:80;nbCombinedTrips17;maxFolderTimeSlotAsTimeWindow0;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,80,0.25,0,86,1071,17,17,1552245.0,1552245.0,0.0,1626795.0,1556000.0,56000.0,1500000.0,69895.0,2495.0,67400.0,900.0,14,15,0.04,
nbCities:3; nbDepots:2; size:90 90;nbTrips:80;nbCombinedTrips17;maxFolderTimeSlotAsTimeWindow1;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,80,0.25,10,86,1085,17,17,1548630.0,1548630.0,0.0,1624410.0,1556000.0,56000.0,1500000.0,67390.0,2390.0,65000.0,1020.0,14,15,390.342,
nbCities:3; nbDepots:2; size:90 90;nbTrips:80;nbCombinedTrips17;maxFolderTimeSlotAsTimeWindow2;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,80,0.25,20,86,1109,17,17,1544770.0,1544770.0,0.0,1624420.0,1552000.0,52000.0,1500000.0,71610.0,2310.0,69300.0,810.0,13,15,2889.913,
nbCities:3; nbDepots:2; size:90 90;nbTrips:80;nbCombinedTrips17;maxFolderTimeSlotAsTimeWindow3;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,80,0.25,30,86,1124,17,17,1436935.0000000836,1436935.0000000834,-1.6203282935822157E-14,1501915.0,1448000.0,48000.0,1400000.0,53165.0,1965.0,51200.0,750.0,12,14,80.16,
nbCities:3; nbDepots:2; size:90 90;nbTrips:80;nbCombinedTrips17;maxFolderTimeSlotAsTimeWindow4;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,80,0.25,40,86,1135,17,17,1433005.0000000005,1433005.0000000002,-1.624772025595651E-14,1492425.0,1444000.0,44000.0,1400000.0,47555.0,1855.0,45700.0,870.0,11,14,17.283,
nbCities:3; nbDepots:2; size:90 90;nbTrips:80;nbCombinedTrips17;maxFolderTimeSlotAsTimeWindow5;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,80,0.25,50,86,1149,17,17,1230270.0,1230270.0,0.0,1300900.0,1256000.0,56000.0,1200000.0,44060.0,1860.0,42200.0,840.0,14,12,98.849,
nbCities:3; nbDepots:2; size:90 90;nbTrips:80;nbCombinedTrips17;maxFolderTimeSlotAsTimeWindow6;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,80,0.25,60,86,1171,17,17,1229030.0000000014,1229030.0000000014,0.0,1302910.0,1260000.0,60000.0,1200000.0,42130.0,1630.0,40500.0,780.0,15,12,9.168,
nbCities:3; nbDepots:2; size:90 90;nbTrips:100;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow0;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,100,0.0,0,106,1565,16,16,1456805.0,1456805.0,0.0,1512805.0,1456000.0,56000.0,1400000.0,56805.0,2705.0,54100.0,0.0,14,14,0.023,
nbCities:3; nbDepots:2; size:90 90;nbTrips:100;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow1;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,100,0.0,10,106,1601,16,16,1348242.2380740612,1348614.9999999972,0.027640351466947856,1400615.0,1352000.0,52000.0,1300000.0,48615.0,2315.0,46300.0,0.0,13,13,3600.013,
nbCities:3; nbDepots:2; size:90 90;nbTrips:100;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow2;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,100,0.0,20,106,1637,16,16,1340460.0000000014,1340460.0000000014,0.0,1392460.0,1352000.0,52000.0,1300000.0,40430.0,1930.0,38500.0,30.0,13,13,98.911,
